縣市區,年,月,毒品案件數,派出所數量,集會次數,宗教團體數,竊盜案件數,學校數,離婚筆數,交通案件數,青少年犯罪數(竊盜)
臺南市南化區,105,12月,0,3,0,54,1,6,156,1,0
臺南市山上區,105,12月,0,1,0,13,1,2,161,2,0
臺南市左鎮區,105,12月,0,2,0,29,2,3,215,3,0
臺南市龍崎區,105,10月,0,2,0,29,1,2,212,1,0
臺南市龍崎區,105,12月,0,2,0,29,2,2,212,0,0
新北市雙溪區,105,12月,0,5,0,18,1,5,300,3,0
桃園市復興區,105,11月,0,11,0,2,1,12,238,5,0
高雄市六龜區,105,10月,0,5,0,81,1,8,339,4,0
高雄市湖內區,105,12月,0,3,0,28,1,6,186,13,0
新北市坪林區,105,10月,0,5,0,17,0,2,108,8,0
新北市坪林區,105,11月,0,5,0,17,0,2,108,7,0
新北市坪林區,105,12月,0,5,0,17,0,2,108,11,0
新北市石碇區,105,12月,0,5,0,38,0,5,204,1,0
新北市萬里區,105,12月,0,4,0,42,0,7,206,5,0
新北市貢寮區,105,10月,0,6,0,24,0,8,216,4,0
桃園市復興區,105,12月,0,11,0,2,0,12,238,9,0
臺中市和平區,105,10月,0,15,0,13,0,10,0,4,0
臺中市石岡區,105,12月,0,2,0,21,0,3,0,6,0
臺南市大內區,105,11月,0,3,0,28,0,3,207,1,0
臺南市大內區,105,12月,0,3,0,28,0,3,207,1,0
臺南市官田區,105,11月,0,4,0,32,0,5,189,15,0
臺南市將軍區,105,11月,0,4,0,29,0,6,196,7,0
臺南市山上區,105,10月,0,1,0,13,0,2,161,5,0
臺南市左鎮區,105,11月,0,2,0,29,0,3,215,7,0
臺南市楠西區,105,11月,0,2,0,18,0,2,189,4,0
臺南市西港區,105,10月,0,2,0,35,0,7,161,16,0
臺南市龍崎區,105,11月,0,2,0,29,0,2,212,2,0
高雄市內門區,105,10月,0,3,0,37,0,8,146,9,0
高雄市內門區,105,12月,0,3,0,37,0,8,146,5,0
高雄市永安區,105,12月,0,1,0,18,0,4,191,6,0
高雄市田寮區,105,10月,0,4,0,40,0,3,224,7,0
高雄市田寮區,105,11月,0,4,0,40,0,3,224,9,0
桃園市中壢區,106,10月,152,12,0,50,20,112,263,681,1
桃園市中壢區,106,11月,144,12,0,50,26,112,263,603,1
桃園市中壢區,106,12月,107,12,1,50,22,112,263,634,1
桃園市中壢區,106,1月,27,12,0,50,41,112,263,580,0
桃園市中壢區,106,2月,33,12,0,50,18,112,263,631,1
桃園市中壢區,106,3月,101,12,0,50,43,112,263,629,1
桃園市中壢區,106,4月,285,12,0,50,50,112,263,620,1
桃園市中壢區,106,5月,325,12,1,50,38,112,263,593,0
桃園市中壢區,106,6月,254,12,0,50,34,112,263,630,1
桃園市中壢區,106,7月,209,12,1,50,41,112,263,639,1
桃園市中壢區,106,8月,187,12,0,50,32,112,263,538,1
桃園市中壢區,106,9月,171,12,0,50,24,112,263,519,0
桃園市八德區,106,10月,69,6,0,16,7,35,302,283,0
桃園市八德區,106,11月,56,6,0,16,8,35,302,271,1
桃園市八德區,106,12月,45,6,1,16,5,35,302,242,1
桃園市八德區,106,1月,12,6,0,16,11,35,302,332,1
桃園市八德區,106,2月,8,6,0,16,9,35,302,251,0
桃園市八德區,106,3月,51,6,0,16,17,35,302,273,1
桃園市八德區,106,4月,143,6,0,16,16,35,302,242,1
桃園市八德區,106,5月,104,6,0,16,10,35,302,261,1
桃園市八德區,106,6月,128,6,0,16,9,35,302,241,0
桃園市八德區,106,7月,86,6,0,16,9,35,302,174,1
桃園市八德區,106,8月,74,6,0,16,10,35,302,266,0
桃園市八德區,106,9月,61,6,0,16,10,35,302,244,0
桃園市大園區,106,10月,25,6,0,27,7,45,235,96,0
桃園市大園區,106,11月,12,6,1,27,5,45,235,102,0
桃園市大園區,106,12月,16,6,1,27,4,45,235,99,0
桃園市大園區,106,1月,11,6,0,27,3,45,235,96,0
桃園市大園區,106,2月,19,6,0,27,4,45,235,111,1
桃園市大園區,106,3月,17,6,0,27,1,45,235,96,0
桃園市大園區,106,4月,64,6,0,27,6,45,235,111,1
桃園市大園區,106,5月,42,6,0,27,8,45,235,85,1
桃園市大園區,106,6月,75,6,0,27,0,45,235,92,0
桃園市大園區,106,7月,48,6,0,27,2,45,235,141,0
桃園市大園區,106,8月,45,6,0,27,7,45,235,102,0
桃園市大園區,106,9月,20,6,0,27,7,45,235,113,0
桃園市大溪區,106,10月,20,11,0,44,11,50,240,118,0
桃園市大溪區,106,11月,28,11,0,44,5,50,240,92,0
桃園市大溪區,106,12月,17,11,1,44,11,50,240,86,0
桃園市大溪區,106,2月,8,11,0,44,6,50,240,89,0
桃園市大溪區,106,3月,24,11,0,44,8,50,240,92,1
桃園市大溪區,106,4月,71,11,0,44,16,50,240,92,1
桃園市大溪區,106,5月,58,11,0,44,5,50,240,77,1
桃園市大溪區,106,6月,51,11,0,44,6,50,240,100,0
桃園市大溪區,106,7月,39,11,0,44,7,50,240,108,0
桃園市大溪區,106,8月,34,11,0,44,6,50,240,123,0
桃園市大溪區,106,9月,28,11,0,44,6,50,240,99,0
桃園市平鎮區,106,10月,58,6,0,19,6,61,253,289,1
桃園市平鎮區,106,11月,41,6,0,19,5,61,253,272,1
桃園市平鎮區,106,12月,73,6,1,19,2,61,253,221,0
桃園市平鎮區,106,1月,21,6,0,19,16,61,253,268,1
桃園市平鎮區,106,2月,38,6,0,19,9,61,253,221,1
桃園市平鎮區,106,3月,29,6,0,19,13,61,253,259,1
桃園市平鎮區,106,4月,143,6,0,19,16,61,253,192,1
桃園市平鎮區,106,5月,133,6,0,19,13,61,253,133,0
桃園市平鎮區,106,6月,103,6,0,19,11,61,253,233,1
桃園市平鎮區,106,7月,72,6,0,19,11,61,253,289,1
桃園市平鎮區,106,8月,67,6,0,19,12,61,253,275,0
桃園市平鎮區,106,9月,41,6,0,19,8,61,253,247,0
桃園市復興區,106,11月,2,11,0,2,0,36,371,3,0
桃園市復興區,106,3月,4,11,0,2,0,36,371,4,0
桃園市復興區,106,4月,8,11,0,2,0,36,371,4,0
桃園市復興區,106,5月,4,11,0,2,0,36,371,6,0
桃園市復興區,106,6月,6,11,0,2,0,36,371,5,0
桃園市復興區,106,7月,2,11,0,2,1,36,371,14,0
桃園市復興區,106,8月,3,11,0,2,0,36,371,4,0
桃園市復興區,106,9月,2,11,0,2,1,36,371,3,0
桃園市新屋區,106,10月,4,4,0,14,7,42,191,16,0
桃園市新屋區,106,11月,5,4,1,14,3,42,191,48,0
桃園市新屋區,106,12月,4,4,1,14,4,42,191,31,0
桃園市新屋區,106,1月,4,4,0,14,2,42,191,44,0
桃園市新屋區,106,2月,2,4,0,14,2,42,191,41,0
桃園市新屋區,106,3月,17,4,0,14,1,42,191,50,0
桃園市新屋區,106,4月,18,4,0,14,5,42,191,51,0
桃園市新屋區,106,5月,18,4,0,14,0,42,191,41,0
桃園市新屋區,106,6月,13,4,0,14,6,42,191,32,0
桃園市新屋區,106,7月,17,4,0,14,1,42,191,53,0
桃園市新屋區,106,8月,12,4,0,14,3,42,191,34,0
桃園市新屋區,106,9月,4,4,0,14,3,42,191,62,0
桃園市桃園區,106,10月,127,10,0,54,23,115,274,597,1
桃園市桃園區,106,11月,162,10,0,54,23,115,274,543,1
桃園市桃園區,106,12月,65,10,1,54,20,115,274,481,1
桃園市桃園區,106,1月,25,10,1,54,19,115,274,612,1
桃園市桃園區,106,2月,26,10,0,54,20,115,274,554,1
桃園市桃園區,106,3月,166,10,0,54,30,115,274,550,1
桃園市桃園區,106,4月,348,10,1,54,28,115,274,529,1
桃園市桃園區,106,5月,409,10,0,54,28,115,274,534,1
桃園市桃園區,106,6月,326,10,0,54,27,115,274,515,0
桃園市桃園區,106,7月,280,10,0,54,24,115,274,590,1
桃園市桃園區,106,8月,161,10,0,54,21,115,274,538,1
桃園市桃園區,106,9月,193,10,1,54,17,115,274,548,0
桃園市楊梅區,106,10月,33,6,0,25,10,71,288,67,0
桃園市楊梅區,106,11月,25,6,1,25,8,71,288,130,0
桃園市楊梅區,106,12月,11,6,1,25,11,71,288,140,0
桃園市楊梅區,106,1月,5,6,0,25,9,71,288,104,0
桃園市楊梅區,106,2月,22,6,0,25,16,71,288,139,0
桃園市楊梅區,106,3月,34,6,1,25,15,71,288,126,1
桃園市楊梅區,106,4月,38,6,0,25,24,71,288,136,0
桃園市楊梅區,106,5月,104,6,0,25,12,71,288,150,1
桃園市楊梅區,106,6月,68,6,0,25,13,71,288,105,0
桃園市楊梅區,106,7月,39,6,0,25,18,71,288,119,0
桃園市楊梅區,106,8月,35,6,0,25,7,71,288,162,0
桃園市楊梅區,106,9月,30,6,0,25,8,71,288,146,0
桃園市蘆竹區,106,10月,23,5,0,21,1,55,265,95,0
桃園市蘆竹區,106,11月,20,5,1,21,4,55,265,230,0
桃園市蘆竹區,106,12月,21,5,0,21,0,55,265,174,0
桃園市蘆竹區,106,1月,4,5,0,21,12,55,265,216,1
桃園市蘆竹區,106,2月,11,5,0,21,6,55,265,180,0
桃園市蘆竹區,106,3月,25,5,0,21,7,55,265,189,0
桃園市蘆竹區,106,4月,46,5,1,21,4,55,265,175,0
桃園市蘆竹區,106,5月,59,5,0,21,1,55,265,160,0
桃園市蘆竹區,106,6月,37,5,0,21,9,55,265,120,0
桃園市蘆竹區,106,7月,29,5,0,21,8,55,265,105,0
桃園市蘆竹區,106,8月,37,5,0,21,8,55,265,159,0
桃園市蘆竹區,106,9月,28,5,0,21,4,55,265,141,1
桃園市觀音區,106,10月,19,3,0,13,5,37,233,36,0
桃園市觀音區,106,11月,18,3,1,13,1,37,233,21,0
桃園市觀音區,106,12月,10,3,0,13,2,37,233,54,0
桃園市觀音區,106,1月,4,3,0,13,2,37,233,31,1
桃園市觀音區,106,3月,10,3,0,13,5,37,233,33,0
桃園市觀音區,106,4月,20,3,0,13,7,37,233,31,0
桃園市觀音區,106,5月,9,3,0,13,3,37,233,34,0
桃園市觀音區,106,6月,22,3,0,13,3,37,233,35,0
桃園市觀音區,106,7月,34,3,0,13,8,37,233,68,0
桃園市觀音區,106,8月,28,3,0,13,2,37,233,57,0
桃園市觀音區,106,9月,13,3,0,13,4,37,233,58,1
桃園市龍潭區,106,10月,35,7,0,27,16,55,266,81,0
桃園市龍潭區,106,11月,27,7,0,27,6,55,266,119,0
桃園市龍潭區,106,12月,11,7,1,27,5,55,266,128,0
桃園市龍潭區,106,1月,3,7,0,27,11,55,266,189,0
桃園市龍潭區,106,2月,16,7,0,27,13,55,266,149,0
桃園市龍潭區,106,3月,12,7,0,27,11,55,266,137,1
桃園市龍潭區,106,4月,66,7,0,27,7,55,266,126,0
桃園市龍潭區,106,5月,48,7,0,27,10,55,266,114,1
桃園市龍潭區,106,6月,96,7,0,27,3,55,266,143,0
桃園市龍潭區,106,7月,55,7,1,27,7,55,266,135,0
桃園市龍潭區,106,8月,62,7,0,27,17,55,266,143,1
桃園市龍潭區,106,9月,29,7,0,27,16,55,266,129,0
桃園市龜山區,106,10月,39,8,1,30,21,72,263,141,1
桃園市龜山區,106,11月,54,8,1,30,11,72,263,288,0
桃園市龜山區,106,12月,22,8,0,30,14,72,263,241,0
桃園市龜山區,106,1月,8,8,0,30,11,72,263,271,0
桃園市龜山區,106,2月,21,8,0,30,8,72,263,219,1
桃園市龜山區,106,3月,40,8,1,30,9,72,263,214,1
桃園市龜山區,106,4月,81,8,0,30,17,72,263,234,0
桃園市龜山區,106,5月,86,8,0,30,8,72,263,208,1
桃園市龜山區,106,6月,70,8,0,30,17,72,263,161,1
桃園市龜山區,106,7月,45,8,0,30,23,72,263,214,1
桃園市龜山區,106,8月,65,8,0,30,16,72,263,206,1
桃園市龜山區,106,9月,65,8,1,30,15,72,263,239,0
桃園市復興區,106,12月,0,11,1,2,0,36,371,4,0
高雄市三民區,106,10月,52,11,0,62,10,63,231,404,1
高雄市三民區,106,11月,63,11,1,62,12,63,231,375,1
高雄市三民區,106,12月,52,11,0,62,10,63,231,478,1
高雄市三民區,106,1月,65,11,0,62,15,63,231,707,1
高雄市三民區,106,2月,64,11,0,62,13,63,231,583,1
高雄市三民區,106,3月,100,11,1,62,6,63,231,641,1
高雄市三民區,106,4月,112,11,1,62,11,63,231,581,1
高雄市三民區,106,5月,134,11,1,62,15,63,231,664,1
高雄市三民區,106,6月,112,11,1,62,12,63,231,706,0
高雄市三民區,106,7月,73,11,1,62,9,63,231,639,1
高雄市三民區,106,8月,122,11,1,62,12,63,231,595,1
高雄市三民區,106,9月,61,11,0,62,14,63,231,380,1
高雄市仁武區,106,10月,5,3,0,51,7,22,283,169,1
高雄市仁武區,106,11月,5,3,0,51,4,22,283,177,0
高雄市仁武區,106,12月,8,3,1,51,0,22,283,14,0
高雄市仁武區,106,1月,9,3,0,51,2,22,283,219,0
高雄市仁武區,106,2月,13,3,0,51,5,22,283,145,0
高雄市仁武區,106,3月,15,3,0,51,7,22,283,197,1
高雄市仁武區,106,4月,33,3,0,51,4,22,283,174,0
高雄市仁武區,106,5月,28,3,0,51,4,22,283,182,1
高雄市仁武區,106,6月,23,3,0,51,10,22,283,213,0
高雄市仁武區,106,7月,23,3,0,51,3,22,283,169,0
高雄市仁武區,106,8月,15,3,0,51,6,22,283,152,0
高雄市仁武區,106,9月,17,3,0,51,7,22,283,145,0
高雄市內門區,106,10月,1,3,0,37,0,24,182,7,0
高雄市內門區,106,11月,1,3,0,37,0,24,182,3,0
高雄市內門區,106,1月,4,3,0,37,1,24,182,12,0
高雄市內門區,106,2月,5,3,0,37,0,24,182,8,0
高雄市內門區,106,5月,5,3,0,37,2,24,182,2,0
高雄市內門區,106,6月,5,3,0,37,1,24,182,5,0
高雄市內門區,106,7月,2,3,0,37,1,24,182,4,0
高雄市內門區,106,8月,1,3,1,37,0,24,182,10,0
高雄市內門區,106,9月,3,3,0,37,1,24,182,7,0
高雄市六龜區,106,11月,10,5,0,81,1,22,300,6,0
高雄市六龜區,106,12月,14,5,0,81,2,22,300,6,0
高雄市六龜區,106,1月,4,5,0,81,0,22,300,5,0
高雄市六龜區,106,2月,2,5,0,81,0,22,300,2,0
高雄市六龜區,106,3月,5,5,0,81,0,22,300,4,0
高雄市六龜區,106,4月,8,5,0,81,0,22,300,3,1
高雄市六龜區,106,5月,13,5,0,81,0,22,300,7,0
高雄市六龜區,106,6月,5,5,0,81,0,22,300,10,0
高雄市六龜區,106,7月,4,5,0,81,0,22,300,5,0
高雄市六龜區,106,9月,5,5,1,81,0,22,300,5,0
高雄市前金區,106,10月,8,3,1,17,1,10,246,48,0
高雄市前金區,106,11月,6,3,1,17,0,10,246,48,0
高雄市前金區,106,12月,2,3,1,17,1,10,246,57,0
高雄市前金區,106,1月,2,3,1,17,1,10,246,69,0
高雄市前金區,106,3月,11,3,1,17,0,10,246,61,0
高雄市前金區,106,4月,23,3,1,17,3,10,246,51,0
高雄市前金區,106,5月,13,3,1,17,0,10,246,61,0
高雄市前金區,106,6月,30,3,1,17,2,10,246,43,0
高雄市前金區,106,7月,18,3,1,17,3,10,246,79,1
高雄市前金區,106,8月,12,3,1,17,0,10,246,51,0
高雄市前金區,106,9月,12,3,1,17,4,10,246,52,0
高雄市前鎮區,106,10月,40,6,0,45,9,60,252,205,1
高雄市前鎮區,106,11月,30,6,1,45,4,60,252,229,0
高雄市前鎮區,106,12月,23,6,1,45,4,60,252,257,1
高雄市前鎮區,106,1月,25,6,0,45,6,60,252,373,1
高雄市前鎮區,106,2月,32,6,0,45,4,60,252,289,1
高雄市前鎮區,106,3月,40,6,1,45,5,60,252,351,0
高雄市前鎮區,106,4月,62,6,1,45,7,60,252,309,1
高雄市前鎮區,106,5月,53,6,1,45,9,60,252,360,1
高雄市前鎮區,106,6月,53,6,1,45,10,60,252,345,0
高雄市前鎮區,106,7月,38,6,1,45,8,60,252,375,0
高雄市前鎮區,106,8月,46,6,1,45,4,60,252,329,0
高雄市前鎮區,106,9月,44,6,1,45,1,60,252,233,1
高雄市大寮區,106,10月,25,4,0,91,6,42,291,176,1
高雄市大寮區,106,11月,22,4,0,91,5,42,291,186,1
高雄市大寮區,106,12月,54,4,1,91,5,42,291,183,0
高雄市大寮區,106,1月,36,4,0,91,3,42,291,235,0
高雄市大寮區,106,2月,16,4,1,91,1,42,291,178,0
高雄市大寮區,106,3月,41,4,1,91,10,42,291,242,0
高雄市大寮區,106,4月,43,4,1,91,3,42,291,203,0
高雄市大寮區,106,5月,42,4,0,91,5,42,291,219,1
高雄市大寮區,106,6月,41,4,0,91,9,42,291,230,0
高雄市大寮區,106,7月,46,4,1,91,7,42,291,202,0
高雄市大寮區,106,8月,61,4,0,91,8,42,291,183,0
高雄市大寮區,106,9月,41,4,0,91,6,42,291,204,0
高雄市大樹區,106,10月,3,3,0,72,0,32,197,35,0
高雄市大樹區,106,11月,8,3,0,72,0,32,197,40,1
高雄市大樹區,106,12月,39,3,0,72,2,32,197,17,0
高雄市大樹區,106,1月,17,3,0,72,1,32,197,47,1
高雄市大樹區,106,2月,10,3,0,72,0,32,197,40,0
高雄市大樹區,106,3月,9,3,0,72,2,32,197,45,0
高雄市大樹區,106,4月,41,3,0,72,2,32,197,56,0
高雄市大樹區,106,5月,12,3,0,72,0,32,197,44,1
高雄市大樹區,106,6月,29,3,0,72,1,32,197,55,0
高雄市大樹區,106,7月,2,3,0,72,3,32,197,51,1
高雄市大樹區,106,8月,12,3,0,72,2,32,197,43,0
高雄市大樹區,106,9月,16,3,0,72,0,32,197,46,0
高雄市大社區,106,10月,11,1,0,32,3,12,283,66,1
高雄市大社區,106,11月,4,1,0,32,3,12,283,73,0
高雄市大社區,106,12月,6,1,0,32,2,12,283,16,0
高雄市大社區,106,1月,22,1,0,32,3,12,283,83,0
高雄市大社區,106,3月,16,1,0,32,4,12,283,100,0
高雄市大社區,106,4月,3,1,0,32,5,12,283,89,1
高雄市大社區,106,5月,22,1,0,32,1,12,283,93,0
高雄市大社區,106,6月,8,1,0,32,5,12,283,94,0
高雄市大社區,106,7月,8,1,0,32,2,12,283,52,0
高雄市大社區,106,8月,30,1,0,32,3,12,283,57,0
高雄市大社區,106,9月,16,1,0,32,3,12,283,84,0
高雄市小港區,106,10月,21,6,1,39,6,54,241,156,0
高雄市小港區,106,11月,19,6,0,39,5,54,241,150,0
高雄市小港區,106,12月,24,6,0,39,2,54,241,175,0
高雄市小港區,106,1月,17,6,0,39,1,54,241,214,0
高雄市小港區,106,2月,32,6,0,39,3,54,241,160,1
高雄市小港區,106,3月,65,6,0,39,1,54,241,184,1
高雄市小港區,106,4月,43,6,0,39,3,54,241,183,1
高雄市小港區,106,5月,71,6,0,39,5,54,241,210,1
高雄市小港區,106,6月,39,6,0,39,1,54,241,211,0
高雄市小港區,106,7月,44,6,1,39,6,54,241,191,0
高雄市小港區,106,8月,43,6,1,39,8,54,241,183,0
高雄市小港區,106,9月,41,6,0,39,10,54,241,138,1
高雄市岡山區,106,10月,13,4,1,68,8,35,239,146,0
高雄市岡山區,106,11月,12,4,1,68,9,35,239,164,0
高雄市岡山區,106,12月,14,4,1,68,7,35,239,182,0
高雄市岡山區,106,1月,23,4,0,68,4,35,239,227,1
高雄市岡山區,106,2月,23,4,0,68,2,35,239,154,1
高雄市岡山區,106,3月,46,4,1,68,4,35,239,170,0
高雄市岡山區,106,4月,49,4,1,68,4,35,239,154,0
高雄市岡山區,106,5月,33,4,1,68,12,35,239,212,0
高雄市岡山區,106,6月,25,4,1,68,4,35,239,151,0
高雄市岡山區,106,7月,20,4,0,68,7,35,239,209,0
高雄市岡山區,106,8月,18,4,1,68,2,35,239,177,1
高雄市岡山區,106,9月,11,4,0,68,0,35,239,191,0
高雄市左營區,106,10月,25,8,1,38,5,58,244,212,1
高雄市左營區,106,11月,36,8,1,38,1,58,244,299,1
高雄市左營區,106,12月,64,8,1,38,4,58,244,270,1
高雄市左營區,106,1月,31,8,0,38,12,58,244,369,1
高雄市左營區,106,2月,38,8,0,38,6,58,244,344,1
高雄市左營區,106,3月,73,8,0,38,2,58,244,358,0
高雄市左營區,106,4月,56,8,1,38,10,58,244,315,1
高雄市左營區,106,5月,69,8,1,38,21,58,244,349,1
高雄市左營區,106,6月,54,8,0,38,8,58,244,385,1
高雄市左營區,106,7月,46,8,0,38,4,58,244,362,1
高雄市左營區,106,8月,30,8,1,38,7,58,244,337,0
高雄市左營區,106,9月,31,8,1,38,7,58,244,316,0
高雄市彌陀區,106,10月,4,2,0,40,0,12,224,14,0
高雄市彌陀區,106,12月,6,2,0,40,0,12,224,19,0
高雄市彌陀區,106,4月,8,2,0,40,0,12,224,17,0
高雄市彌陀區,106,5月,6,2,0,40,0,12,224,11,0
高雄市彌陀區,106,7月,5,2,0,40,0,12,224,11,1
高雄市彌陀區,106,8月,10,2,0,40,0,12,224,14,0
高雄市彌陀區,106,9月,3,2,0,40,0,12,224,13,0
高雄市新興區,106,10月,22,4,0,22,1,14,234,147,1
高雄市新興區,106,11月,17,4,0,22,1,14,234,119,0
高雄市新興區,106,12月,32,4,0,22,1,14,234,152,0
高雄市新興區,106,1月,10,4,0,22,1,14,234,142,1
高雄市新興區,106,2月,9,4,0,22,1,14,234,133,0
高雄市新興區,106,3月,6,4,0,22,0,14,234,142,0
高雄市新興區,106,4月,61,4,0,22,4,14,234,135,1
高雄市新興區,106,5月,59,4,1,22,4,14,234,157,0
高雄市新興區,106,6月,55,4,0,22,2,14,234,187,0
高雄市新興區,106,7月,47,4,0,22,3,14,234,155,0
高雄市新興區,106,8月,15,4,0,22,1,14,234,164,1
高雄市新興區,106,9月,17,4,1,22,1,14,234,137,0
高雄市旗山區,106,10月,10,7,0,90,0,29,202,42,0
高雄市旗山區,106,11月,7,7,0,90,0,29,202,36,1
高雄市旗山區,106,1月,5,7,0,90,0,29,202,81,0
高雄市旗山區,106,2月,4,7,0,90,1,29,202,44,0
高雄市旗山區,106,3月,1,7,1,90,2,29,202,42,0
高雄市旗山區,106,4月,10,7,1,90,3,29,202,42,0
高雄市旗山區,106,5月,17,7,1,90,1,29,202,36,0
高雄市旗山區,106,6月,42,7,0,90,2,29,202,36,0
高雄市旗山區,106,7月,15,7,0,90,2,29,202,36,0
高雄市旗山區,106,8月,10,7,1,90,1,29,202,29,1
高雄市旗山區,106,9月,7,7,0,90,1,29,202,30,0
高雄市旗津區,106,10月,7,2,0,25,1,12,228,10,0
高雄市旗津區,106,11月,3,2,0,25,0,12,228,10,0
高雄市旗津區,106,12月,8,2,0,25,0,12,228,10,0
高雄市旗津區,106,1月,16,2,0,25,0,12,228,14,0
高雄市旗津區,106,2月,8,2,0,25,1,12,228,19,0
高雄市旗津區,106,3月,5,2,0,25,1,12,228,16,0
高雄市旗津區,106,4月,11,2,0,25,0,12,228,14,0
高雄市旗津區,106,5月,22,2,1,25,1,12,228,12,1
高雄市旗津區,106,6月,9,2,1,25,0,12,228,17,0
高雄市旗津區,106,7月,3,2,1,25,1,12,228,13,0
高雄市旗津區,106,8月,9,2,1,25,1,12,228,12,0
高雄市旗津區,106,9月,4,2,0,25,0,12,228,11,0
高雄市杉林區,106,10月,4,2,0,52,0,21,236,5,0
高雄市杉林區,106,11月,2,2,0,52,0,21,236,2,0
高雄市杉林區,106,12月,18,2,0,52,0,21,236,7,0
高雄市杉林區,106,1月,8,2,0,52,0,21,236,7,0
高雄市杉林區,106,2月,1,2,0,52,2,21,236,6,1
高雄市杉林區,106,3月,7,2,0,52,0,21,236,3,0
高雄市杉林區,106,4月,2,2,0,52,1,21,236,4,0
高雄市杉林區,106,5月,10,2,0,52,0,21,236,4,0
高雄市杉林區,106,6月,15,2,0,52,0,21,236,0,0
高雄市杉林區,106,7月,18,2,0,52,1,21,236,5,0
高雄市杉林區,106,8月,5,2,0,52,0,21,236,5,0
高雄市杉林區,106,9月,12,2,0,52,0,21,236,5,0
高雄市林園區,106,10月,7,4,0,72,2,22,245,75,0
高雄市林園區,106,11月,43,4,0,72,4,22,245,67,0
高雄市林園區,106,12月,55,4,0,72,2,22,245,73,0
高雄市林園區,106,1月,22,4,0,72,1,22,245,79,0
高雄市林園區,106,2月,24,4,0,72,1,22,245,57,0
高雄市林園區,106,3月,74,4,0,72,3,22,245,82,0
高雄市林園區,106,4月,26,4,0,72,1,22,245,64,0
高雄市林園區,106,5月,50,4,1,72,3,22,245,61,0
高雄市林園區,106,6月,65,4,1,72,2,22,245,76,1
高雄市林園區,106,7月,45,4,0,72,10,22,245,71,0
高雄市林園區,106,8月,35,4,0,72,5,22,245,73,0
高雄市林園區,106,9月,77,4,0,72,1,22,245,70,0
高雄市桃源區,106,1月,2,8,0,0,0,18,95,0,0
高雄市桃源區,106,6月,1,8,0,0,0,18,95,0,0
高雄市桃源區,106,8月,1,8,0,0,0,18,95,0,0
高雄市梓官區,106,10月,4,2,0,49,1,12,212,39,0
高雄市梓官區,106,11月,10,2,0,49,0,12,212,33,0
高雄市梓官區,106,12月,7,2,0,49,0,12,212,24,0
高雄市梓官區,106,1月,27,2,0,49,0,12,212,20,1
高雄市梓官區,106,2月,4,2,0,49,1,12,212,22,0
高雄市梓官區,106,3月,14,2,0,49,0,12,212,37,0
高雄市梓官區,106,4月,8,2,0,49,0,12,212,27,1
高雄市梓官區,106,5月,31,2,0,49,1,12,212,23,0
高雄市梓官區,106,6月,15,2,0,49,0,12,212,32,0
高雄市梓官區,106,7月,10,2,0,49,0,12,212,42,0
高雄市梓官區,106,8月,5,2,0,49,2,12,212,30,0
高雄市梓官區,106,9月,12,2,0,49,0,12,212,21,0
高雄市楠梓區,106,10月,30,6,1,31,6,45,260,204,1
高雄市楠梓區,106,11月,26,6,0,31,4,45,260,225,1
高雄市楠梓區,106,12月,53,6,0,31,1,45,260,295,1
高雄市楠梓區,106,1月,33,6,0,31,4,45,260,287,0
高雄市楠梓區,106,2月,31,6,0,31,3,45,260,204,1
高雄市楠梓區,106,3月,38,6,0,31,8,45,260,246,0
